final_dept_e,DPTSIZE_e,theme_en,theme_fr,question_name,question_value,total_respondants,total_w_resp,shr_w_resp
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50E_e,Yes,28,62.9779,0.1889980453
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50E_e,No,28,62.9779,0.8110019547
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50F_e,Yes,37,81.5279,0.9755690997
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50F_e,No,37,81.5279,0.0244309003
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50G_e,Yes,35,77.3542,0.846127295
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50G_e,No,35,77.3542,0.153872705
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50H_e,Yes,37,81.5279,0.9535803081
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50H_e,No,37,81.5279,0.0464196919
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50I_e,Yes,29,65.5505,0.1573550164
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50I_e,No,29,65.5505,0.8426449836
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50J_e,Yes,22,47.6984,0.1808739916
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50J_e,No,22,47.6984,0.8191260084
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_55A_e,None,36,79.7352,0.0523445103
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_55A_e,Some,36,79.7352,0.2781908116
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_55A_e,All,36,79.7352,0.6694646781
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_55B_e,None,29,62.9389,0.759738413
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_55B_e,Some,29,62.9389,0.240261587
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_55C_e,None,29,62.9122,0.915362998
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_55C_e,Some,29,62.9122,0.084637002
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_60A_e,Somewhat disagree,34,75.7549,0.0529285894
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_60A_e,Neither agree nor disagree,34,75.7549,0.0236644758
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_60A_e,Somewhat agree,34,75.7549,0.288306103
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_60A_e,Strongly agree,34,75.7549,0.6351008318
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_60B_e,Somewhat disagree,34,75.7549,0.0233120234
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_60B_e,Neither agree nor disagree,34,75.7549,0.0236644758
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_60B_e,Somewhat agree,34,75.7549,0.2219843205
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_60B_e,Strongly agree,34,75.7549,0.7310391803
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65A_e,Strongly disagree,36,79.3136,0.0384574651
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65A_e,Somewhat disagree,36,79.3136,0.0251129693
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65A_e,Neither agree nor disagree,36,79.3136,0.0784720401
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65A_e,Somewhat agree,36,79.3136,0.1482999133
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65A_e,Strongly agree,36,79.3136,0.7096576123
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65B_e,Somewhat disagree,36,79.3136,0.0890112162
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65B_e,Neither agree nor disagree,36,79.3136,0.0279182889
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65B_e,Somewhat agree,36,79.3136,0.2602920558
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65B_e,Strongly agree,36,79.3136,0.622778439
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75A_e,Strongly disagree,36,79.3136,0.0534006778
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75A_e,Somewhat disagree,36,79.3136,0.1552331504
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75A_e,Neither agree nor disagree,36,79.3136,0.0727870126
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75A_e,Somewhat agree,36,79.3136,0.2111731153
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75A_e,Strongly agree,36,79.3136,0.5074060439
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75B_e,Strongly disagree,36,79.3136,0.0282877085
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75B_e,Somewhat disagree,36,79.3136,0.0384574651
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75B_e,Neither agree nor disagree,36,79.3136,0.1253278126
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75B_e,Somewhat agree,36,79.3136,0.2171947812
Administrative Tribunals Support Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75B_e,Strongly agree,36,79.3136,0.5907322326
